| Nº pess/|Período|data atual|TipTmp|TxtDescritTipTempos      |     Número|
|   325096| 202204|01/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,73 |
|   325096| 202204|01/04/2022|0110  |Período variável Presença|      8,07 |
|   325096| 202204|01/04/2022|0010  |Presença                 |      8,07 |
|   325096| 202204|01/04/2022|0301  |Hrs/extras não autorizad/|      0,73 |
|   325096| 202204|01/04/2022|0100  |Período variável         |      7,33 |
|   325096| 202204|01/04/2022|0003  |Horário individual       |      7,33 |
|   325096| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   325096| 202204|01/04/2022|E837  |Hrs Normais              |      7,33 |
|   325096| 202204|01/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,17 |
|   325096| 202204|01/04/2022|BRCO  |Compensação horária      |      0,73 |
|   325096| 202204|01/04/2022|2350  |Jornada Mensal           |      7,33 |
|   325096| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      9,50-|
|   325096| 202204|01/04/2022|2921  |Ad Nt 25% S HE 100% DF PP|      0,03-|
|   325096| 202204|01/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,81-|
|   325096| 202204|01/04/2022|0002  |Tempo teórico            |      7,33 |
|   325096| 202204|01/04/2022|0050  |Horas produtivas         |      8,07 |
|   325096| 202204|01/04/2022|0051  |Hrs/produtivas acumuladas|      8,07 |
|   332708| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   332708| 202204|01/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   332708| 202204|01/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   332708| 202204|01/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   332708| 202204|01/04/2022|3967  |Horas Teoricas           |    220,00 |
|   332708| 202204|01/04/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   332708| 202204|01/04/2022|PANT  |Par final anterior a DSR |     22,35 |
|   332708| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   332708| 202204|01/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,58 |
|   332708| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   332708| 202204|01/04/2022|NUMQ  |Numero Horas Tipo Proc/ Q|      0,10 |
|   332708| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,23 |
|   332708| 202204|01/04/2022|JREA  |Jornada Realizada        |      7,92 |
|   332708| 202204|01/04/2022|JRES  |Jornada Realizada Sadia  |      7,92 |
|   332708| 202204|01/04/2022|2837  |Horas Normais            |      7,23 |
|   332708| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      7,23 |
|   332708| 202204|01/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   332708| 202204|01/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,23 |
|   332708| 202204|01/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   332708| 202204|01/04/2022|BRN2  |HrsExtra turno noite Ctg2|      0,35 |
|   332708| 202204|01/04/2022|BRT2  |Horas extra categoria 2  |     60,00 |
|   332708| 202204|01/04/2022|2502  |Banco de Horas 60%       |      0,58 |
|   332708| 202204|01/04/2022|2700  |Saldo Semanal BH         |      0,58 |
|   332708| 202204|01/04/2022|2701  |Saldo Mensal BH          |      0,58 |
|   332708| 202204|01/04/2022|E502  |Bco Hrs 60%              |      0,58 |
|   332708| 202204|01/04/2022|8704  |Hrs Extras 60%           |      0,58 |
|   332708| 202204|01/04/2022|0120  |Período variável Ausência|      0,10 |
|   332708| 202204|01/04/2022|0100  |Período variável         |      7,33 |
|   332708| 202204|01/04/2022|0020  |Ausência                 |      0,10 |
|   332708| 202204|01/04/2022|0003  |Horário individual       |      7,33 |
|   332708| 202204|01/04/2022|0110  |Período variável Presença|      7,92 |
|   332708| 202204|01/04/2022|0010  |Presença                 |      7,92 |
|   332708| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   332708| 202204|01/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,68 |
|   332708| 202204|01/04/2022|0301  |Hrs/extras não autorizad/|      0,68 |
|   332708| 202204|01/04/2022|E837  |Hrs Normais              |      7,33 |
|   332708| 202204|01/04/2022|E565  |Ad Not 25% S/ HE 60%     |      0,35 |
|   332708| 202204|01/04/2022|BRCO  |Compensação horária      |      0,58 |
|   332708| 202204|01/04/2022|2350  |Jornada Mensal           |      7,33 |
|   332708| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      7,17-|
|   332708| 202204|01/04/2022|2908  |Adicional Noturno 25% PP |      0,20-|
|   332708| 202204|01/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      4,49-|
|   332708| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      2,32-|
|   332708| 202204|01/04/2022|0002  |Tempo teórico            |      7,33 |
|   332708| 202204|01/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   332708| 202204|01/04/2022|0050  |Horas produtivas         |      7,92 |
|   332708| 202204|01/04/2022|0051  |Hrs/produtivas acumuladas|      7,92 |
|   342147| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   342147| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      5,00-|
|   342147| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   342147| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   342147| 202204|01/04/2022|2841  |Codigos de Abono         |      6,33 |
|   342147| 202204|01/04/2022|3395  |Abono Alteração Escala   |      6,33 |
|   342147| 202204|01/04/2022|2960  |Saldo de horas           |      6,33 |
|   342147| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   342147| 202204|01/04/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   342147| 202204|01/04/2022|0120  |Período variável Ausência|      6,33 |
|   342147| 202204|01/04/2022|0100  |Período variável         |      6,33 |
|   342147| 202204|01/04/2022|0020  |Ausência                 |      6,33 |
|   342147| 202204|01/04/2022|0003  |Horário individual       |      6,33 |
|   342147| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   342147| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      8,52-|
|   342147| 202204|01/04/2022|2908  |Adicional Noturno 25% PP |     88,04-|
|   342147| 202204|01/04/2022|2921  |Ad Nt 25% S HE 100% DF PP|      5,18-|
|   342147| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      1,36-|
|   342147| 202204|01/04/2022|0002  |Tempo teórico            |      6,33 |
|   342147| 202204|01/04/2022|TF01  |Flag de ausência         |      1,00 |
|   496224| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   496224| 202204|01/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   496224| 202204|01/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   496224| 202204|01/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   496224| 202204|01/04/2022|3967  |Horas Teoricas           |    220,00 |
|   496224| 202204|01/04/2022|PANT  |Par final anterior a DSR |     21,93 |
|   496224| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   496224| 202204|01/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,37 |
|   496224| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   496224| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,33 |
|   496224| 202204|01/04/2022|JREA  |Jornada Realizada        |      7,70 |
|   496224| 202204|01/04/2022|JRES  |Jornada Realizada Sadia  |      7,70 |
|   496224| 202204|01/04/2022|2837  |Horas Normais            |      7,33 |
|   496224| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      7,33 |
|   496224| 202204|01/04/2022|BRTD  |Horas trabalho turno dia |      7,33 |
|   496224| 202204|01/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,37 |
|   496224| 202204|01/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   496224| 202204|01/04/2022|2502  |Banco de Horas 60%       |      0,37 |
|   496224| 202204|01/04/2022|2700  |Saldo Semanal BH         |      0,37 |
|   496224| 202204|01/04/2022|2701  |Saldo Mensal BH          |      0,37 |
|   496224| 202204|01/04/2022|E502  |Bco Hrs 60%              |      0,37 |
|   496224| 202204|01/04/2022|8704  |Hrs Extras 60%           |      0,37 |
|   496224| 202204|01/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,37 |
|   496224| 202204|01/04/2022|0110  |Período variável Presença|      7,70 |
|   496224| 202204|01/04/2022|0010  |Presença                 |      7,70 |
|   496224| 202204|01/04/2022|0301  |Hrs/extras não autorizad/|      0,37 |
|   496224| 202204|01/04/2022|0100  |Período variável         |      7,33 |
|   496224| 202204|01/04/2022|0003  |Horário individual       |      7,33 |
|   496224| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   496224| 202204|01/04/2022|E837  |Hrs Normais              |      7,33 |
|   496224| 202204|01/04/2022|BRCO  |Compensação horária      |      0,37 |
|   496224| 202204|01/04/2022|2350  |Jornada Mensal           |      7,33 |
|   496224| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |     13,31-|
|   496224| 202204|01/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      2,38-|
|   496224| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,93-|
|   496224| 202204|01/04/2022|0002  |Tempo teórico            |      7,33 |
|   496224| 202204|01/04/2022|0005  |Saldo horário flexível   |      0,00 |
|   496224| 202204|01/04/2022|0050  |Horas produtivas         |      7,70 |
|   496224| 202204|01/04/2022|0051  |Hrs/produtivas acumuladas|      7,70 |
|   519015| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   519015| 202204|01/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   519015| 202204|01/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   519015| 202204|01/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   519015| 202204|01/04/2022|3967  |Horas Teoricas           |    220,00 |
|   519015| 202204|01/04/2022|PANT  |Par final anterior a DSR |     21,35 |
|   519015| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   519015| 202204|01/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      0,12 |
|   519015| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   519015| 202204|01/04/2022|NUMQ  |Numero Horas Tipo Proc/ Q|      0,20 |
|   519015| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      7,02 |
|   519015| 202204|01/04/2022|JREA  |Jornada Realizada        |      7,22 |
|   519015| 202204|01/04/2022|JRES  |Jornada Realizada Sadia  |      7,22 |
|   519015| 202204|01/04/2022|2837  |Horas Normais            |      7,02 |
|   519015| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      7,02 |
|   519015| 202204|01/04/2022|BRTD  |Horas trabalho turno dia |      7,22 |
|   519015| 202204|01/04/2022|2400  |Horas Compensadas        |      0,12-|
|   519015| 202204|01/04/2022|2700  |Saldo Semanal BH         |      0,12-|
|   519015| 202204|01/04/2022|2701  |Saldo Mensal BH          |      0,12-|
|   519015| 202204|01/04/2022|3457  |Jorn Compens Banco Horas |      0,12 |
|   519015| 202204|01/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,20 |
|   519015| 202204|01/04/2022|0110  |Período variável Presença|      7,22 |
|   519015| 202204|01/04/2022|0010  |Presença                 |      7,22 |
|   519015| 202204|01/04/2022|0301  |Hrs/extras não autorizad/|      0,20 |
|   519015| 202204|01/04/2022|0100  |Período variável         |      7,22 |
|   519015| 202204|01/04/2022|0003  |Horário individual       |      7,22 |
|   519015| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   519015| 202204|01/04/2022|0120  |Período variável Ausência|      0,20 |
|   519015| 202204|01/04/2022|0020  |Ausência                 |      0,20 |
|   519015| 202204|01/04/2022|E837  |Hrs Normais              |      7,22 |
|   519015| 202204|01/04/2022|BRCO  |Compensação horária      |      0,12-|
|   519015| 202204|01/04/2022|2350  |Jornada Mensal           |      7,22 |
|   519015| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |     12,37-|
|   519015| 202204|01/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,18-|
|   519015| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      9,58-|
|   519015| 202204|01/04/2022|9357  |Bco Hrs Compensadas      |      0,12-|
|   519015| 202204|01/04/2022|4457  |Jorn Comp/ Banco Horas   |      0,12-|
|   519015| 202204|01/04/2022|0002  |Tempo teórico            |      7,33 |
|   519015| 202204|01/04/2022|0005  |Saldo horário flexível   |      0,12-|
|   519015| 202204|01/04/2022|0050  |Horas produtivas         |      7,22 |
|   519015| 202204|01/04/2022|0051  |Hrs/produtivas acumuladas|      7,22 |
|   554599| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   554599| 202204|01/04/2022|PAND  |Par inicial  teórico dia |     13,33 |
|   554599| 202204|01/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     13,33 |
|   554599| 202204|01/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   554599| 202204|01/04/2022|3967  |Horas Teoricas           |    100,00 |
|   554599| 202204|01/04/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   554599| 202204|01/04/2022|PANT  |Par final anterior a DSR |     19,38 |
|   554599| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   554599| 202204|01/04/2022|NUMA  |Numero Horas Tipo Proc/ A|      2,28 |
|   554599| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   554599| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      5,05 |
|   554599| 202204|01/04/2022|JREA  |Jornada Realizada        |      5,05 |
|   554599| 202204|01/04/2022|JRES  |Jornada Realizada Sadia  |      5,05 |
|   554599| 202204|01/04/2022|2837  |Horas Normais            |      5,05 |
|   554599| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      5,05 |
|   554599| 202204|01/04/2022|BRTD  |Horas trabalho turno dia |      5,05 |
|   554599| 202204|01/04/2022|2400  |Horas Compensadas        |      2,28-|
|   554599| 202204|01/04/2022|2700  |Saldo Semanal BH         |      2,28-|
|   554599| 202204|01/04/2022|2701  |Saldo Mensal BH          |      2,28-|
|   554599| 202204|01/04/2022|3457  |Jorn Compens Banco Horas |      2,28 |
|   554599| 202204|01/04/2022|0110  |Período variável Presença|      5,05 |
|   554599| 202204|01/04/2022|0100  |Período variável         |      5,05 |
|   554599| 202204|01/04/2022|0010  |Presença                 |      5,05 |
|   554599| 202204|01/04/2022|0003  |Horário individual       |      5,05 |
|   554599| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   554599| 202204|01/04/2022|E837  |Hrs Normais              |      5,05 |
|   554599| 202204|01/04/2022|BRCO  |Compensação horária      |      2,28-|
|   554599| 202204|01/04/2022|2350  |Jornada Mensal           |      5,05 |
|   554599| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |     12,32-|
|   554599| 202204|01/04/2022|3002  |Ad N 25% S/ HE 60% PP    |      0,86-|
|   554599| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      4,05-|
|   554599| 202204|01/04/2022|9357  |Bco Hrs Compensadas      |      2,28-|
|   554599| 202204|01/04/2022|4457  |Jorn Comp/ Banco Horas   |      2,28-|
|   554599| 202204|01/04/2022|0002  |Tempo teórico            |      7,33 |
|   554599| 202204|01/04/2022|0005  |Saldo horário flexível   |      2,28-|
|   554599| 202204|01/04/2022|0050  |Horas produtivas         |      5,05 |
|   554599| 202204|01/04/2022|0051  |Hrs/produtivas acumuladas|      5,05 |
|   613939| 202204|01/04/2022|YDEF  |Dia do Fechamento        |     15,00 |
|   613939| 202204|01/04/2022|PAND  |Par inicial  teórico dia |     21,92 |
|   613939| 202204|01/04/2022|2478  |Aux/Cont Hrs/ Inic/Teor  |     21,92 |
|   613939| 202204|01/04/2022|2481  |Aux/ Hrs ajuste tab TIP  |      2,00 |
|   613939| 202204|01/04/2022|3967  |Horas Teoricas           |    220,00 |
|   613939| 202204|01/04/2022|PANZ  |Aux/ calc/ Par final DSR |     24,00-|
|   613939| 202204|01/04/2022|PANT  |Par final anterior a DSR |     29,27 |
|   613939| 202204|01/04/2022|NDSR  |Número Dias s/ repouso   |      1,00 |
|   613939| 202204|01/04/2022|NUMB  |Numero Horas Tipo Proc/ B|      0,67 |
|   613939| 202204|01/04/2022|NUMK  |Numero Horas Tipo Proc/ K|      1,00 |
|   613939| 202204|01/04/2022|NUMS  |Numero Horas Tipo Proc/ S|      6,33 |
|   613939| 202204|01/04/2022|JREA  |Jornada Realizada        |      7,00 |
|   613939| 202204|01/04/2022|JRES  |Jornada Realizada Sadia  |      7,00 |
|   613939| 202204|01/04/2022|2837  |Horas Normais            |      6,33 |
|   613939| 202204|01/04/2022|DSHT  |Horas trabalhadas/dia    |      7,19 |
|   613939| 202204|01/04/2022|DSNT  |Hrs noturnas trab//dia   |      6,00 |
|   613939| 202204|01/04/2022|BRTD  |Horas trabalho turno dia |      0,33 |
|   613939| 202204|01/04/2022|BRTN  |Hrs/trabalho turno noite |      6,00 |
|   613939| 202204|01/04/2022|BRD1  |Hrs/extra turno dia ctg/1|      0,67 |
|   613939| 202204|01/04/2022|BRT1  |Horas extra categoria 1  |     60,00 |
|   613939| 202204|01/04/2022|9100  |Redução Noturna          |      3,05 |
|   613939| 202204|01/04/2022|2502  |Banco de Horas 60%       |      0,67 |
|   613939| 202204|01/04/2022|2700  |Saldo Semanal BH         |      0,67 |
|   613939| 202204|01/04/2022|2701  |Saldo Mensal BH          |      0,67 |
|   613939| 202204|01/04/2022|E502  |Bco Hrs 60%              |      0,67 |
|   613939| 202204|01/04/2022|8704  |Hrs Extras 60%           |      0,67 |
|   613939| 202204|01/04/2022|0310  |Hrs/extrs/não autor/pres/|      0,67 |
|   613939| 202204|01/04/2022|0110  |Período variável Presença|      7,00 |
|   613939| 202204|01/04/2022|0010  |Presença                 |      7,00 |
|   613939| 202204|01/04/2022|0301  |Hrs/extras não autorizad/|      0,67 |
|   613939| 202204|01/04/2022|0100  |Período variável         |      6,33 |
|   613939| 202204|01/04/2022|0003  |Horário individual       |      6,33 |
|   613939| 202204|01/04/2022|0500  |Intervalo                |      1,00 |
|   613939| 202204|01/04/2022|E837  |Hrs Normais              |      6,33 |
|   613939| 202204|01/04/2022|E455  |Adicional Noturno 25%    |      6,86 |
|   613939| 202204|01/04/2022|BRCO  |Compensação horária      |      0,67 |
|   613939| 202204|01/04/2022|2350  |Jornada Mensal           |      6,33 |
|   613939| 202204|01/04/2022|2825  |Hr Extra Dom/Fer 100% PP |      9,92-|
|   613939| 202204|01/04/2022|2908  |Adicional Noturno 25% PP |     74,94-|
|   613939| 202204|01/04/2022|2921  |Ad Nt 25% S HE 100% DF PP|      5,83-|
|   613939| 202204|01/04/2022|9400  |Bco Hrs Compensadas 16-31|      0,55-|
|   613939| 202204|01/04/2022|0002  |Tempo teórico            |      6,33 |
